DATE,CLOSE,TICKER,OPEN,HIGH,LOW,VOLUME
17/11/2017,21.35,SBT,21.70,21.90,21.35,4020550.00
16/11/2017,21.40,SBT,21.50,21.65,21.10,3261000.00
15/11/2017,21.25,SBT,21.55,21.65,21.10,2155720.00
14/11/2017,21.65,SBT,21.70,22.05,21.50,1898040.00
13/11/2017,21.60,SBT,22.30,22.65,21.60,3607610.00
10/11/2017,21.45,SBT,20.40,21.45,20.20,5683730.00
09/11/2017,20.05,SBT,20.40,20.70,19.90,3309340.00
08/11/2017,20.50,SBT,20.50,20.95,20.35,2240840.00
07/11/2017,20.55,SBT,19.50,20.65,19.50,4073950.00
06/11/2017,19.95,SBT,20.50,20.70,19.60,7661330.00
03/11/2017,20.95,SBT,20.85,21.30,20.80,504520.00
02/11/2017,21.20,SBT,20.90,21.40,20.80,1263440.00
01/11/2017,20.90,SBT,20.60,21.10,20.25,1228420.00
31/10/2017,20.70,SBT,20.90,20.90,20.40,806010.00
30/10/2017,21.00,SBT,21.60,21.75,20.80,767600.00
27/10/2017,21.75,SBT,22.50,22.70,21.40,1749300.00
26/10/2017,22.50,SBT,23.40,23.60,22.10,1990850.00
25/10/2017,22.85,SBT,21.00,22.85,21.00,2044110.00
24/10/2017,21.40,SBT,21.60,21.60,20.85,338780.00
23/10/2017,21.00,SBT,21.50,21.80,20.40,1554120.00
20/10/2017,21.50,SBT,22.60,22.80,21.45,1903430.00
19/10/2017,22.70,SBT,23.40,23.45,22.70,1076740.00
18/10/2017,23.25,SBT,23.55,23.75,23.00,707010.00
17/10/2017,23.55,SBT,23.70,24.00,23.50,904340.00
